Zacharias Finch-Fletchley,INTP,5,Gryffindor
Dennis McLaggen,ISTP,2,Gryffindor
Horace Zeller,ISFP,6,Slytherin
Arcturus Pomfrey,ENTJ,5,Ravenclaw
Marge Bagshot,ISFJ,4,Hufflepuff
Bathilda Dursley,ESFJ,5,Hufflepuff
Dean Belby,ISFP,7,Slytherin
Severus Mundungus,ISTP,6,Gryffindor
Bloody Baron Mostafa,ISFP,5,Slytherin
Remus Prewett,ESTP,4,Gryffindor
Jean Thicknesse,ISTJ,2,Slytherin
Ritchie Cresswell,ISFP,6,Slytherin
Eloise Murray,ISFJ,5,Hufflepuff
Ginny Grubbly-Plank,ENFP,4,Hufflepuff
Golgomath Coote,ENTP,6,Slytherin
Dobby Mumps,INFJ,5,Hufflepuff
Gwenog Slytherin,INTP,4,Gryffindor
Reginald Cresswell,ESTP,4,Gryffindor
Ivan Helga,INFJ,4,Hufflepuff
Sturgis Slytherin,ESTP,3,Gryffindor
Teddy Kirke,ENFP,5,Hufflepuff
Dirk Zograf,INFP,6,Hufflepuff
Helena Mimsey-Porpington,ESTP,4,Gryffindor
Madam Rosmerta Slughorn,ENTJ,3,Ravenclaw
Minerva Corner,ESFP,2,Ravenclaw
Yaxley MacNair,ISTP,6,Gryffindor
Fred Grindelwald,ESFP,2,Ravenclaw
Bellatrix Purkiss,ENTP,6,Slytherin
Elladora ,ENFJ,6,Gryffindor
Prongs Clearwater,ISTP,6,Gryffindor
Gabrielle Meliflua,ESFP,5,Ravenclaw
Armando Twycross,ENFP,3,Hufflepuff
Dedalus Fudge,INTP,2,Gryffindor
Scorpius Edgecombe,ENFJ,2,Gryffindor
Hermione Peverell,ISTP,2,Gryffindor
Miranda Mumps,ESTJ,7,Ravenclaw
Bartemius Crouch Junior Finnigan,INFJ,7,Hufflepuff
Grawp Hagrid,ESFJ,7,Hufflepuff
George ,ESFJ,3,Hufflepuff
Bob MacMillian,INFP,6,Hufflepuff
Quentin Bagman,INFJ,4,Hufflepuff
Crookshanks Davies,ISFP,3,Slytherin
Scorpius Parkinson,ESFP,6,Ravenclaw
Amelia Susan Diggle,ENTJ,5,Ravenclaw
Mosag Bulstrode,ISTP,6,Gryffindor
Augusta Oswald,ESFJ,7,Hufflepuff
Aidan Podmore,INFJ,2,Hufflepuff
Vaisey Gregorovitch,ENFP,4,Hufflepuff
Aidan Prewett,ENTP,6,Slytherin
Aberforth Slughorn,INFP,4,Hufflepuff
Neville Kneen,ENFP,5,Hufflepuff
Barberus Lovegood,INTJ,3,Ravenclaw
Demelza Crouch,ENFJ,6,Gryffindor
Angelina Ravenclaw,ISTP,5,Gryffindor
Cassius Ollivander,INFJ,3,Hufflepuff
Cormac Dippet,ENFP,6,Hufflepuff
Angelina Kirke,INTJ,2,Ravenclaw
Hassan Crockford,ESFJ,2,Hufflepuff
Bertha Delaney-Podmore,INFP,7,Hufflepuff
Lord Voldemort Goyle,ESTJ,5,Ravenclaw
Cho Davies,INFJ,3,Hufflepuff
Godric Goldstein,INFP,6,Hufflepuff
Tenebrus Hooch,ESTP,4,Gryffindor
Eunice Midgeon,ENFP,6,Hufflepuff
Narcissa Twycross,ENTJ,2,Ravenclaw
Fang Goyle,ESFP,2,Ravenclaw
Agatha Vulchanov,ESTJ,7,Ravenclaw
Viktor Morgan,ISFP,5,Slytherin
Ragnok Parkinson,ESFJ,2,Hufflepuff
Norbert Finch-Fletchley,INFP,6,Hufflepuff
Quirinus Krum,INTP,7,Gryffindor
Morgana Lynch,INFJ,6,Hufflepuff
Janus Karkaroff,INTJ,4,Ravenclaw
Albus percival Wulfric Brian Kettleburn,ESTJ,2,Ravenclaw
Marietta Murray,ISFJ,5,Hufflepuff
Jean Slinkhard,INFJ,4,Hufflepuff
Griphook Gudgeon,ISTP,6,Gryffindor
Irma Prewett,ISFJ,6,Hufflepuff
Harry Clagg,ISFJ,5,Hufflepuff
Albus percival Wulfric Brian Hopkirk,ESFP,4,Ravenclaw
Pansy MacFarlan,ENTP,6,Slytherin
Bartemius Crouch Junior Cattermole,ISTJ,5,Slytherin
Dean Prewett,ISFJ,7,Hufflepuff
Ivan Coote,ENFJ,6,Gryffindor
Bellatrix Bones,INFP,7,Hufflepuff
Scorpius ,ESFJ,4,Hufflepuff
Elphias Fudge,ESTP,7,Gryffindor
Victoire Derwent,ENTJ,4,Ravenclaw
Scabbers Hooch,ESFP,2,Ravenclaw
Hedwig Weasley,ISTP,4,Gryffindor
Evan Flitwick,ENTJ,3,Ravenclaw
Godric Zabini,ISTP,6,Gryffindor
Kreacher Hagrid,ESFJ,5,Hufflepuff
Edgar Grunnion,ENTP,7,Slytherin
Seamus Potter,ISTJ,3,Slytherin
Igor Grunnion,ISTJ,3,Slytherin
Thomas Bragge,ENFP,3,Hufflepuff
Miranda Gaunt,ISFJ,3,Hufflepuff
Quentin Potter,ENTJ,5,Ravenclaw
Bogrod Gaunt,ISFP,3,Slytherin
Pansy Thickey,ESFJ,3,Hufflepuff
Nicolas Bragge,INTP,2,Gryffindor
Clara Higgs,ISTP,6,Gryffindor
The Grey Lady Grunnion,ENTJ,6,Ravenclaw
Bartemius Tonks,ESTP,2,Gryffindor
Dedalus Midgeon,ENTP,6,Slytherin
Errol Nott,ESTP,2,Gryffindor
Dilys Bragge,ENTJ,5,Ravenclaw
Newton Pennifold,ENFP,5,Hufflepuff
Janus Kettleburn,ISFJ,3,Hufflepuff
Hedwig Lynch,ISTP,3,Gryffindor
Madam Poppy Goyle,ENTJ,2,Ravenclaw
Hengist of Woodcroft Thickey,INFJ,5,Hufflepuff
Cho Bagshot,INTP,6,Gryffindor
Quirinus Grindelwald,ESFP,3,Ravenclaw
Firenze Mundungus,ESTJ,4,Ravenclaw
Arabella Slughorn,INFP,4,Hufflepuff
Scorpius Pennifold,ENFP,7,Hufflepuff
Moran Fudge,ISTJ,5,Slytherin
Ptolemy Goshawk,ISTP,6,Gryffindor
Thomas Cresswell,ISFJ,2,Hufflepuff
Nagini Nott,ISTJ,5,Slytherin
Draco Corner,ENFP,5,Hufflepuff
Jugson Peasegood,INFJ,5,Hufflepuff
Bertha Skeeter,ISTP,3,Gryffindor
Grawp Pennifold,ESTJ,6,Ravenclaw
Lucius Lestrange,INTJ,2,Ravenclaw
Yaxley Peverell,ESTJ,4,Ravenclaw
Garrick Bell,INTJ,7,Ravenclaw
Nearly Headless Nick Slinkhard,INFJ,6,Hufflepuff
Gladys Bagman,ISTP,5,Gryffindor
Dean MacMillian,INTP,6,Gryffindor
Kevin Turpin,ESTP,3,Gryffindor
Nicolas Brown,ENTJ,3,Ravenclaw
Aberforth Pettigrew,ESTJ,5,Ravenclaw
Alicia Clagg,ISFP,7,Slytherin
Adalbert Potter,ESFP,6,Ravenclaw
Quentin McLaggen,ISFP,2,Slytherin
Eunice Hopkirk,ESTJ,5,Ravenclaw
Scorpius Kirke,INTP,5,Gryffindor
Oliver Smith,INTJ,5,Ravenclaw
George Gryffindor,ESTP,4,Gryffindor
Walden Chang,INTJ,2,Ravenclaw
Igor Dolohov,ESTP,6,Gryffindor
Pansy Brown,ISTP,6,Gryffindor
Garrick Twycross,ENFP,7,Hufflepuff
Mosag Goyle,ISFP,5,Slytherin
Vincent Gryffindor,ISFP,4,Slytherin
Amelia Susan Robins,ESTJ,4,Ravenclaw
Reginald Umfraville,INTP,3,Gryffindor
Tenebrus Ollivander,ESTJ,4,Ravenclaw
Walden McLaggen,ISFP,2,Slytherin
Quigley MacMillian,ISTJ,7,Slytherin
Rolanda Marchbanks,INTJ,5,Ravenclaw
Bane Oswald,ESFJ,6,Hufflepuff
Quigley Diggle,ESFP,2,Ravenclaw
Helga Bagshot,INTJ,4,Ravenclaw
Walden Johnson,ENFP,6,Hufflepuff
Tom Cattermole,ENFJ,7,Gryffindor
Ginny Kettleburn,ISFJ,7,Hufflepuff
Justin Cattermole,INTP,6,Gryffindor
Katie Millicent,ESFP,2,Ravenclaw
Edgar Gregorovitch,ESTP,5,Gryffindor
Aurora Abbott,INFP,5,Hufflepuff
Pomona Corner,ISFJ,5,Hufflepuff
Janus Coote,ISTJ,6,Slytherin
Bozo Morgan,ISTP,6,Gryffindor
Hepzibah Dursley,ISFP,3,Slytherin
Ignotus Jigger,ESTJ,7,Ravenclaw
Morgana Clagg,INTJ,2,Ravenclaw
Adalbert Evans,INTP,4,Gryffindor
Goodwin Rookwood,ISFP,3,Slytherin
Romilda Polkiss,INFP,2,Hufflepuff
Fat Friar Bagman,INTJ,2,Ravenclaw
Golgomath Ollivander,ESFP,2,Ravenclaw
Seamus Grindelwald,ISFP,2,Slytherin
Araminta Maxime,INFP,4,Hufflepuff
Troy Kneen,ESFP,7,Ravenclaw
Bathilda Hagrid,ISFJ,6,Hufflepuff
Parvati Rabnott,ESFP,5,Ravenclaw
Phineas Nigellus Mimsey-Porpington,INFJ,3,Hufflepuff
Wilfred Longbottom,INTP,3,Gryffindor
Newton McLaggen,INTJ,3,Ravenclaw
Andrew Polkiss,INFP,3,Hufflepuff
Orla MacMillian,ISTJ,2,Slytherin
Kevin Polkiss,INTP,3,Gryffindor
Magorian Vulchanov,ESFJ,2,Hufflepuff
Phineas Nigellus Evans,ENTP,6,Slytherin
Elladora Perks,ESFP,3,Ravenclaw
Dedalus Pomfrey,ESFP,4,Ravenclaw
Ron Prewett,ENFJ,6,Gryffindor
Quintius Bryce,ENTP,5,Slytherin
Padma Zograf,INFP,5,Hufflepuff
Wilkie Fortescue,INFJ,7,Hufflepuff
Blaise Snape,ISTP,2,Gryffindor
Grawp Pince,ENTP,4,Slytherin
Scorpius Gudgeon,INFJ,3,Hufflepuff
Cadmus Hooch,ESTP,5,Gryffindor
Arsenius Kneen,INFP,2,Hufflepuff
Errol Grunnion,INFP,4,Hufflepuff
Dilys Brown,ISTJ,4,Slytherin
Muriel Cresswell,INTJ,7,Ravenclaw
Stan Grindelwald,INTJ,7,Ravenclaw
Arabella Podmore,INFP,6,Hufflepuff
Rita Tonks,ISFJ,4,Hufflepuff
Muriel Dedalus,ISFJ,4,Hufflepuff
Cuthbert Bragge,ESFP,4,Ravenclaw
Newton Prince,INFJ,3,Hufflepuff
Bilius Gryffindor,ENFJ,4,Gryffindor
Gertie Murray,ESTJ,6,Ravenclaw
Gladys Snape,ENTP,3,Slytherin
Kennilworthy Peverell,ESTJ,6,Ravenclaw
Snivellus Jigger,ISFP,4,Slytherin
Godric Robins,INTJ,5,Ravenclaw
Wilhelmina Rookwood,ENTP,6,Slytherin
Arcturus Mostafa,ENFJ,7,Gryffindor
James Krum,INTJ,3,Ravenclaw
Paracelsus Turpin,ISTP,4,Gryffindor
Kennilworthy Zeller,ESTP,7,Gryffindor
Muriel Peasegood,ESFJ,6,Hufflepuff
Quirinus Malfoy,ENFP,3,Hufflepuff
Arsenius Shacklebolt,ENFJ,4,Gryffindor
Bogrod Skeeter,ISTP,7,Gryffindor
George Delacour,ENTJ,6,Ravenclaw
Quentin Hagrid,INTP,3,Gryffindor
Romilda Warrington,ESTJ,5,Ravenclaw
Moran Goldstein,ESTJ,3,Ravenclaw
Victoire Ivanova,ISFP,7,Slytherin
Antonin Kettleburn,ENTP,6,Slytherin
Beedle Fortescue,ESFP,2,Ravenclaw
Florean Bones,ENFJ,7,Gryffindor
Gladys Robins,INFP,2,Hufflepuff
Rita Davies,ENTP,2,Slytherin
Norbert Zabini,ISFJ,6,Hufflepuff
Celestina Vulchanov,INTJ,2,Ravenclaw
Michael Bryce,INFJ,2,Hufflepuff
Cassandra Purkiss,ISTJ,2,Slytherin
Zacharias Zeller,ISFJ,3,Hufflepuff
Horace Ivanova,ENFJ,5,Gryffindor
Rubeus Kirke,ENTJ,2,Ravenclaw
Horace Gudgeon,INTP,3,Gryffindor
Tenebrus Rosier,INTJ,2,Ravenclaw
Dilys Jorkins,INTP,6,Gryffindor
Dedalus Higgs,ESTJ,5,Ravenclaw
Eunice Crouch,ENTP,2,Slytherin
Molly Umfraville,ENFP,7,Hufflepuff
Andrew Bode,ISTP,4,Gryffindor
Walden Prince,ENTP,2,Slytherin
Dennis Gregorovitch,ENTJ,5,Ravenclaw
Luna Bagman,ESTJ,5,Ravenclaw
Firenze Midgeon,ENTJ,3,Ravenclaw
Lisa Diggory,ESTJ,5,Ravenclaw
Wilkie Volkov,ISTJ,3,Slytherin
Fat Friar Dursley,ISFP,5,Slytherin
Jimmy Fortescue,INTJ,5,Ravenclaw
Elphias Clagg,ESFJ,4,Hufflepuff
Rubeus MacNair,ENFP,4,Hufflepuff
Cassius Ogden,ISFP,3,Slytherin
Bartemius Crouch Junior Grubbly-Plank,ESFP,2,Ravenclaw
Silvanus Davies,INFJ,3,Hufflepuff
MykewÂ Ogden,ISTJ,4,Slytherin
Remus Jigger,ENTP,2,Slytherin
Cormac Skeeter,INFP,6,Hufflepuff
Andrew Quirke,ISTJ,7,Slytherin
Bathilda Derwent,ESFP,6,Ravenclaw
Marcus Dedalus,ESFJ,6,Hufflepuff
Ginny Bagman,ENTP,7,Slytherin
Stubby Vane,ENTJ,5,Ravenclaw
Clara Boardman,ENTJ,3,Ravenclaw
Fleur Bulstrode,ENTJ,5,Ravenclaw
Arcturus Crabbe,ISTP,3,Gryffindor
You-Know-Who Slughorn,ENTJ,3,Ravenclaw
Nearly Headless Nick Gudgeon,ESFP,6,Ravenclaw
Zacharias Rosier,ISFP,6,Slytherin
Vaisey Clagg,ENTP,7,Slytherin
Norbert Robins,INTP,2,Gryffindor
Janus Vulchanov,ENFP,5,Hufflepuff
Colin Pettigrew,ISTJ,7,Slytherin
Alice Quirke,ISFP,5,Slytherin
Michael Timms,ESTP,7,Gryffindor
Bilius Oswald,INFJ,3,Hufflepuff
Mosag Slytherin,ISFJ,6,Hufflepuff
Gwenog MacNair,ENTP,2,Slytherin
Madam Rosmerta Kneen,ISTP,4,Gryffindor
Draco Finnigan,ENTJ,6,Ravenclaw
Prongs Rosier,INFJ,5,Hufflepuff
Anthony Shacklebolt,ESTP,5,Gryffindor
Ariana Bagman,ESTJ,5,Ravenclaw
Eloise Delaney-Podmore,ESTJ,4,Ravenclaw
Bane Bode,ESFJ,6,Hufflepuff
Griselda Dumbledore,ENTJ,5,Ravenclaw
Avery Rosier,ISFP,3,Slytherin
Rubeus Peverell,ISTJ,3,Slytherin
Wilhelmina MacFarlan,ISFJ,7,Hufflepuff
Arcturus Bulstrode,ENTP,3,Slytherin
Filius Carrow,INFJ,7,Hufflepuff
Elladora Umfraville,INTP,6,Gryffindor
Buckbeak Grindelwald,INTJ,7,Ravenclaw
Dedalus Riddle,ESFJ,7,Hufflepuff
Marietta Creevey,ISTJ,2,Slytherin
Evan Rosier,ENTP,7,Slytherin
Troy Trimble,INFJ,7,Hufflepuff
Hokey Higgs,ESFJ,4,Hufflepuff
Fawkes Meliflua,ENTJ,5,Ravenclaw
Catriona Vulchanov,ESFJ,7,Hufflepuff
Hestia Zograf,ISFJ,2,Hufflepuff
Pigwidgeon Bagnold,ENTP,3,Slytherin
Hannah Hopkirk,INFJ,2,Hufflepuff
Elphias Clearwater,ENFP,5,Hufflepuff
Hengist of Woodcroft Imago,ENFP,4,Hufflepuff
Ariana Ivanova,ENFP,3,Hufflepuff
Oliver Fletcher,ESFP,6,Ravenclaw
Kendra Gudgeon,ENFJ,3,Gryffindor
Norbert Bagnold,ESFP,5,Ravenclaw
Salazar Kneen,ESTP,2,Gryffindor
Magorian Lovegood,ISFP,6,Slytherin
Xenophilius McGonagall,ESFJ,7,Hufflepuff
Bilius Ollivander,INTP,5,Gryffindor
Armando Crockford,ESTP,7,Gryffindor
Frank Midgeon,ENFJ,7,Gryffindor
Demelza Ollivander,ENTJ,5,Ravenclaw
Thomas Weasley,INFP,2,Hufflepuff
Amos Creevey,ENTP,7,Slytherin
Hestia Diggle,ISFJ,7,Hufflepuff
Arabella Zeller,ISFJ,5,Hufflepuff
Lee Cresswell,ESFJ,2,Hufflepuff
Snuffles Kirke,ISTJ,6,Slytherin
Zacharias Meliflua,INTJ,6,Ravenclaw
Padma Bagman,ESTJ,4,Ravenclaw
Silvanus Marchbanks,ISTJ,7,Slytherin
Gellert Doreen,INFP,3,Hufflepuff
Wilhelmina Finnigan,INTJ,6,Ravenclaw
Madam Poppy Morgan,INFP,7,Hufflepuff
Phyllida Grubbly-Plank,ESTP,2,Gryffindor
Dedalus Chang,INFJ,5,Hufflepuff
Buckbeak Pince,ENTJ,2,Ravenclaw
Oliver Gaunt,INTJ,6,Ravenclaw
Emmeline MacNair,ISFJ,3,Hufflepuff
Mosag Gryffindor,INTJ,5,Ravenclaw
Catriona Goshawk,INTP,2,Gryffindor
Bilius Granger,ESFP,3,Ravenclaw
Yaxley Jigger,INTJ,7,Ravenclaw
Filius Snape,ESTP,3,Gryffindor
Aidan Carrow,ISTJ,2,Slytherin
Demelza Quirrell,INTP,6,Gryffindor
Moony Jigger,INTP,6,Gryffindor
Hugo Cresswell,INFP,4,Hufflepuff
Jugson Morgan,ISTP,4,Gryffindor
Marvolo MacFarlan,ESTP,3,Gryffindor
Susan Goyle,ISFP,5,Slytherin
Kevin Zograf,ENTJ,7,Ravenclaw
Padfoot Podmore,ISFJ,5,Hufflepuff
Katie Rabnott,ESFJ,2,Hufflepuff
You-Know-Who Whisp,ESTP,7,Gryffindor
Eunice Meliflua,ISFJ,3,Hufflepuff
Jimmy Ivanova,ISTP,2,Gryffindor
Edgar Rosier,ESTJ,7,Ravenclaw
Seamus Bragge,ISTP,6,Gryffindor
Hannah Dumbledore,ENTJ,6,Ravenclaw
You-Know-Who Smith,ENTJ,5,Ravenclaw
Sybill Longbottom,ENTP,7,Slytherin
Hassan Nott,ENFP,4,Hufflepuff
Reginald MacMillian,ENFP,2,Hufflepuff
Bob Malfoy,ISTP,5,Gryffindor
Zacharias Diggle,ESFP,5,Ravenclaw
Scorpius Goldstein,INTJ,6,Ravenclaw
Narcissa Doreen,ENTP,6,Slytherin
Hugo MacFarlan,ISTJ,7,Slytherin
You-Know-Who Finch-Fletchley,INFP,5,Hufflepuff
Scabior Burbage,INTJ,4,Ravenclaw
Rowena Bagshot,ESTJ,5,Ravenclaw
Augustus Jigger,INTJ,5,Ravenclaw
Pansy Mimsey-Porpington,ESFJ,3,Hufflepuff
Kingsley Pennifold,ESTJ,3,Ravenclaw
Miranda Bryce,ENTP,5,Slytherin
Salazar Grubbly-Plank,ESTP,4,Gryffindor
Hannah Smith,ESTJ,4,Ravenclaw
Bane Grindelwald,ENTJ,2,Ravenclaw
Quentin Lestrange,ENFJ,7,Gryffindor
Stan Dursley,ISFP,6,Slytherin
Alicia Snape,ISTJ,6,Slytherin
Seamus Bagshot,ISFP,2,Slytherin
Amelia Susan Mimsey-Porpington,INTP,2,Gryffindor
Moaning Myrtle Black,INTP,2,Gryffindor
Filius Abbott,ENTP,7,Slytherin
Bogrod Rosier,ESTP,3,Gryffindor
Hamish Flitwick,ENFJ,4,Gryffindor
Lucius Bagman,ISFJ,5,Hufflepuff
Pigwidgeon Hooch,ENTP,3,Slytherin
Ignotus Ravenclaw,ISFJ,3,Hufflepuff
Jimmy Meliflua,ESFJ,3,Hufflepuff
Kreacher Belby,ISFJ,7,Hufflepuff
Augusta Vulchanov,ISFP,5,Slytherin
Marvolo Quirke,INFP,3,Hufflepuff
Emmeline Perks,INTP,2,Gryffindor
Phyllida Thicknesse,INTJ,7,Ravenclaw
Dilys Lestrange,ISFP,5,Slytherin
Demelza Hagrid,ISFJ,3,Hufflepuff
Clara Dolohov,ISTJ,4,Slytherin
The Grey Lady Marchbanks,ISFP,5,Slytherin
Lisa McLaggen,ESTP,5,Gryffindor
Hermes Prang,ENTJ,3,Ravenclaw
John Hopkirk,ENTJ,2,Ravenclaw
Tenebrus Mostafa,INFJ,7,Hufflepuff
Michael Flamel,ISTJ,6,Slytherin
Argus Helga,INFJ,7,Hufflepuff
Beedle Creevey,ESTJ,3,Ravenclaw
Tom Warbeck,ISTP,5,Gryffindor
Agatha Coote,INTJ,6,Ravenclaw
Grawp Wood,ENFP,7,Hufflepuff
Godric Hufflepuff,ISTP,5,Gryffindor
Merlin Creevey,ISTP,6,Gryffindor
Cedric Crockford,ENTP,6,Slytherin
Percy Warbeck,ESTP,7,Gryffindor
Antonin Pince,INTP,6,Gryffindor
John Moody,ESTJ,5,Ravenclaw
Cedric Umfraville,ENFP,6,Hufflepuff
Pigwidgeon Warrington,ESTP,5,Gryffindor
Bathilda Bode,ENFP,3,Hufflepuff
Amos Robins,ENFP,3,Hufflepuff
Padma Grindelwald,INTP,4,Gryffindor
Lord Voldemort Dolohov,ESFJ,3,Hufflepuff
Agrippa Imago,INTJ,6,Ravenclaw
Antonin Smith,INTP,5,Gryffindor
Gregory Murray,ENFJ,5,Gryffindor
Ptolemy Millicent,ESFJ,5,Hufflepuff
Elladora MacNair,INFP,3,Hufflepuff
Fleur Turpin,ESFJ,4,Hufflepuff
Araminta Peverell,ISFP,3,Slytherin
Alastor Helga,INTJ,5,Ravenclaw
Percy Diggory,ESFP,6,Ravenclaw
Katie Bagman,ESTJ,7,Ravenclaw
Molly Marchbanks,ESTP,4,Gryffindor
James Dippet,ESTP,2,Gryffindor
Arsenius Johnson,ISTJ,7,Slytherin
Jugson Midgeon,ESTP,7,Gryffindor
Bob Bragge,ESTP,3,Gryffindor
Lord Voldemort Sprout,ISFP,3,Slytherin
Stan Belby,ESTJ,2,Ravenclaw
Ariana Lestrange,ESTP,3,Gryffindor
Silvanus Nott,ENTP,2,Slytherin
Amycus Edgecombe,INTJ,3,Ravenclaw
Orla Twycross,ENFP,3,Hufflepuff
Dirk Derwent,ISTP,3,Gryffindor
Colin Zograf,ISTJ,5,Slytherin
Alberic Hooch,ENTP,5,Slytherin
Griphook Diggle,ISFP,7,Slytherin
Patrick Bode,INFP,4,Hufflepuff
Alecto Finch-Fletchley,ISTP,3,Gryffindor
Terence Rosier,INFJ,7,Hufflepuff
Gertie Prince,ESFP,3,Ravenclaw
Marcus Polkiss,ISFP,2,Slytherin
Patrick Warrington,INTP,4,Gryffindor
Cedric Grubbly-Plank,ISFP,4,Slytherin
Hamish Slughorn,ESTP,6,Gryffindor
Cliodna Weasley,INTJ,5,Ravenclaw
Piers Morgan,ISTJ,7,Slytherin
Susan Flitwick,ENFP,2,Hufflepuff
Hugo Potter,ENFJ,4,Gryffindor
Troy Maxime,ENTP,2,Slytherin
Albus percival Wulfric Brian Umfraville,ENTJ,6,Ravenclaw
Madam Rosmerta Dolohov,ENTP,5,Slytherin
Orla Delacour,ESTP,3,Gryffindor
Arthur Brown,INFP,5,Hufflepuff
Hassan Corner,ISTP,2,Gryffindor
Araminta Goyle,INFJ,2,Hufflepuff
Nagini Corner,ESFP,6,Ravenclaw
Bill Trelawney,ESTJ,2,Ravenclaw
Victoire Prince,ENTJ,2,Ravenclaw
Violet Krum,ISTP,3,Gryffindor
Molly Slinkhard,INFP,3,Hufflepuff
Mosag Fudge,INFJ,6,Hufflepuff
Narcissa Slughorn,ESTP,2,Gryffindor
Amos Mostafa,ENFJ,2,Gryffindor
Hokey Quirrell,INFJ,6,Hufflepuff
Argus Rabnott,ENTP,2,Slytherin
Aunt Marge Elphick,ISTJ,6,Slytherin
Wilhelmina Oswald,ENTJ,4,Ravenclaw
The Grey Lady Edgecombe,ENTP,4,Slytherin
Gladys Brown,ESTJ,6,Ravenclaw
Filius Wood,ISTJ,5,Slytherin
Gregory Ogden,ENFJ,6,Gryffindor
Janus Timms,ESFP,4,Ravenclaw
Bogrod Morgan,INFJ,7,Hufflepuff
Cassius Prince,ISFP,2,Slytherin
Bertha Wood,ESFP,3,Ravenclaw
Ivan Brown,INTP,5,Gryffindor
Millicent Ravenclaw,INTJ,3,Ravenclaw
Mafalda Finch-Fletchley,ENFJ,7,Gryffindor
Bertha Cattermole,INTP,4,Gryffindor
Helga Jones,ENFJ,6,Gryffindor
Bartemius Crouch Junior Delacour,ESFP,6,Ravenclaw
Jean Shacklebolt,INFJ,7,Hufflepuff
Orla Goshawk,ESFP,7,Ravenclaw
Alastor Smith,INFP,5,Hufflepuff
Lisa Ollivander,ENTJ,3,Ravenclaw
Alphard Finnigan,INFP,5,Hufflepuff
Orla Finnigan,ENFJ,5,Gryffindor
Goodwin Keddle,INFP,3,Hufflepuff
Orla Crockford,ESFP,2,Ravenclaw
Marietta Trelawney,ISTJ,4,Slytherin
Merlin Whisp,ENTJ,6,Ravenclaw
Modesty Imago,ENFP,4,Hufflepuff
Stan Shacklebolt,ENFJ,2,Gryffindor
Filius Pomfrey,INTJ,6,Ravenclaw
Sturgis Finnigan,ESFJ,4,Hufflepuff
Scabbers Fletcher,INTP,5,Gryffindor
Hedwig Parkinson,ESTJ,6,Ravenclaw
Scorpius Nott,ENFJ,2,Gryffindor
Helga Hufflepuff,INTJ,5,Ravenclaw
Arabella Vane,INFP,4,Hufflepuff
Avery Timms,ISFP,3,Slytherin
Wendy Zeller,ESFJ,2,Hufflepuff
Aberforth Doreen,INFP,2,Hufflepuff
Grawp Crabbe,ISFJ,5,Hufflepuff
Arthur Ogden,ENTP,6,Slytherin
Alastor Cresswell,ISFJ,4,Hufflepuff
Fat Friar Karkaroff,INFJ,7,Hufflepuff
Draco Kneen,ESFJ,2,Hufflepuff
Wendelin Polkiss,ISFJ,2,Hufflepuff
Grawp MacFarlan,INFP,5,Hufflepuff
Lee Johnson,ESFJ,3,Hufflepuff
Quintius Patil,ISFJ,2,Hufflepuff
Demelza Binns,ISTP,5,Gryffindor
George Maxime,INTJ,6,Ravenclaw
Marge McClaggen,ISTJ,2,Slytherin
Scabbers Kirke,ISTJ,4,Slytherin
Scabbers Umbridge,ISTJ,3,Slytherin
Daisy Warrington,INFP,5,Hufflepuff
Petunia Millicent,ENFJ,7,Gryffindor
Troy Quirrell,ENFP,6,Hufflepuff
Firenze Goyle,INFJ,4,Hufflepuff
Agrippa Dippet,ENTP,6,Slytherin
Rolanda Ravenclaw,ESFJ,4,Hufflepuff
Tenebrus Hopkirk,INTJ,7,Ravenclaw
Romilda Crockford,ENFJ,5,Gryffindor
Avery Murray,ENFJ,3,Gryffindor
Stubby McLaggen,ISTJ,5,Slytherin
Travers Brown,ENFJ,5,Gryffindor
Moony Malfoy,ENTJ,5,Ravenclaw
Celestina Bell,ENTJ,5,Ravenclaw
Ted Whitby,ISTJ,3,Slytherin
Malkin Morgan,ISTP,7,Gryffindor
Vernon Hooch,ISTJ,4,Slytherin
Eloise Midgeon,ENFJ,7,Gryffindor
Hedwig Dawlish,ENFJ,6,Gryffindor
Inigo MacFarlan,ESFP,6,Ravenclaw
Andromeda Kettleburn,ISFP,3,Slytherin
Moran Davies,ISFP,6,Slytherin
Anthony Dolohov,ESFP,7,Ravenclaw
Agatha Vane,INTP,2,Gryffindor
Bane Fudge,ISFP,7,Slytherin
Eunice Whitby,ISFJ,5,Hufflepuff
Bogrod Millicent,ESFJ,7,Hufflepuff
Cassandra Dolohov,ISFP,3,Slytherin
Olympe Hufflepuff,ISTP,4,Gryffindor
Dolores Zograf,ESTJ,6,Ravenclaw
Lily Wood,ENTJ,6,Ravenclaw
Sybill Dawlish,ESFP,3,Ravenclaw
Bob Timms,ISFJ,5,Hufflepuff
Jugson Zograf,INFP,6,Hufflepuff
Penelope Vector,ISTP,2,Gryffindor
Norbert Bragge,ENFJ,6,Gryffindor
Aunt Marge Bell,ISFJ,3,Hufflepuff
Paracelsus Whitby,ENFP,7,Hufflepuff
Dobby Riddle,ENTJ,4,Ravenclaw
Pomona Bode,ISTP,3,Gryffindor
Molly Dumbledore,ENTP,2,Slytherin
Lee Prewett,ISFJ,4,Hufflepuff
Marietta Crouch,ISTJ,7,Slytherin
Dirk Keddle,ISFJ,3,Hufflepuff
Ivan Bell,ENTJ,2,Ravenclaw
